date,total_records,anomaly_count
2023-08-27,10000,1117.0
2023-08-28,10000,1187.0
2023-08-29,10000,1251.0
2023-08-30,10000,1323.0
2023-08-31,10000,1191.0
2023-09-01,10000,1073.0
2023-09-02,10000,1140.0
2023-09-03,10000,1072.0
2023-09-04,10000,1119.0
2023-09-05,10000,1228.0
2023-09-06,10000,1213.0
2023-09-07,10000,1172.0
2023-09-08,10000,1080.0
2023-09-09,10000,1070.0
2023-09-10,10000,1127.0
2023-09-11,10000,1109.0
2023-09-12,10000,1274.0
2023-09-13,10000,1234.0
2023-09-14,10000,1179.0
2023-09-15,10000,1043.0
2023-09-16,10000,1062.0
2023-09-17,10000,1061.0
2023-09-18,10000,1074.0
2023-09-19,10000,1208.0
2023-09-20,10000,1201.0
2023-09-21,10000,1152.0
2023-09-22,10000,1074.0
2023-09-23,10000,1072.0
2023-09-24,10000,1039.0
2023-09-25,10000,1132.0
2023-09-26,10000,1226.0
2023-09-27,10000,1186.0
2023-09-28,10000,1195.0
2023-09-29,10000,1147.0
2023-09-30,10000,1049.0
2023-10-01,10000,1088.0
2023-10-02,10000,1162.0
2023-10-03,10000,1267.0
2023-10-04,10000,1295.0
2023-10-05,10000,1143.0
2023-10-06,10000,1077.0
2023-10-07,10000,1066.0
2023-10-08,10000,1074.0
2023-10-09,10000,1145.0
2023-10-10,10000,1202.0
2023-10-11,10000,1220.0
2023-10-12,10000,1151.0
2023-10-13,10000,1097.0
2023-10-14,10000,1037.0
2023-10-15,10000,1122.0
2023-10-16,10000,1106.0
2023-10-17,10000,1208.0
2023-10-18,10000,1266.0
2023-10-19,10000,1205.0
2023-10-20,10000,1106.0
2023-10-21,10000,1073.0
2023-10-22,10000,1111.0
2023-10-23,10000,1126.0
2023-10-24,10000,1282.0
2023-10-25,10000,1298.0
2023-10-26,10000,1187.0
2023-10-27,10000,1112.0
2023-10-28,10000,1069.0
2023-10-29,10000,1119.0
2023-10-30,10000,1197.0
2023-10-31,10000,1242.0
2023-11-01,10000,1333.0
2023-11-02,10000,1197.0
2023-11-03,10000,1132.0
2023-11-04,10000,1045.0
2023-11-05,10000,1040.0
2023-11-06,10000,1159.0
2023-11-07,10000,1299.0
2023-11-08,10000,1311.0
2023-11-09,10000,1265.0
2023-11-10,10000,1157.0
2023-11-11,10000,1087.0
2023-11-12,10000,1150.0
2023-11-13,10000,1209.0
2023-11-14,10000,1325.0
2023-11-15,10000,1346.0
2023-11-16,10000,1278.0
2023-11-17,10000,3288.0
2023-11-18,10000,2651.0
2023-11-19,10000,2643.0
2023-11-20,10000,2939.0
2023-11-21,10000,3187.0
2023-11-22,10000,3171.0
2023-11-23,10000,3065.0
2023-11-24,10000,2767.0
2023-11-25,10000,2755.0
2023-11-26,10000,2755.0
2023-11-27,10000,2981.0
2023-11-28,10000,1720.0
2023-11-29,10000,1735.0
2023-11-30,10000,1555.0
2023-12-01,10000,1485.0
2023-12-02,10000,1386.0
2023-12-03,10000,1344.0
2023-12-04,10000,1307.0
2023-12-05,10000,1440.0
2023-12-06,10000,1422.0
2023-12-07,10000,1332.0
2023-12-08,10000,1234.0
2023-12-09,10000,1205.0
2023-12-10,10000,1218.0
2023-12-11,10000,1349.0
2023-12-12,10000,1484.0
2023-12-13,10000,1472.0
2023-12-14,10000,1449.0
2023-12-15,10000,1248.0
2023-12-16,10000,1223.0
2023-12-17,10000,1252.0
2023-12-18,10000,3900.0
2023-12-19,10000,3875.0
2023-12-20,10000,3725.0
2023-12-21,10000,3345.0
2023-12-22,10000,3120.0
2023-12-23,10000,3004.0
2023-12-24,10000,3004.0
2023-12-25,10000,3238.0
2023-12-26,10000,3409.0
2023-12-27,10000,3481.0
2023-12-28,10000,3354.0
2023-12-29,10000,2043.0
2023-12-30,10000,1753.0
2023-12-31,10000,1765.0
2024-01-01,10000,1971.0
2024-01-02,10000,2186.0
2024-01-03,10000,2126.0
2024-01-04,10000,1790.0
2024-01-05,10000,1485.0
2024-01-06,10000,1386.0
2024-01-07,10000,1443.0
2024-01-08,10000,1502.0
2024-01-09,10000,1663.0
2024-01-10,10000,1673.0
2024-01-11,10000,1598.0
2024-01-12,10000,1498.0
2024-01-13,10000,1441.0
2024-01-14,10000,1474.0
2024-01-15,10000,1586.0
2024-01-16,10000,1687.0
2024-01-17,10000,1740.0
2024-01-18,10000,1655.0
2024-01-19,10000,1474.0
2024-01-20,10000,1374.0
2024-01-21,10000,1516.0
2024-01-22,10000,1599.0
2024-01-23,10000,1713.0
2024-01-24,10000,1774.0
2024-01-25,10000,1741.0
2024-01-26,10000,1589.0
2024-01-27,10000,1535.0
2024-01-28,10000,1582.0
2024-01-29,10000,1703.0
2024-01-30,10000,1863.0
2024-01-31,10000,1854.0
2024-02-01,10000,1751.0
2024-02-02,10000,1606.0
2024-02-03,10000,1517.0
2024-02-04,10000,1617.0
2024-02-05,10000,1704.0
2024-02-06,10000,1860.0
2024-02-07,10000,1862.0
2024-02-08,10000,1779.0
2024-02-09,10000,1660.0
2024-02-10,10000,1607.0
2024-02-11,10000,1703.0
2024-02-12,10000,1728.0
2024-02-13,10000,1906.0
2024-02-14,10000,1929.0
2024-02-15,10000,1821.0
2024-02-16,10000,1729.0
2024-02-17,10000,1706.0
2024-02-18,10000,1676.0
2024-02-19,10000,1862.0
2024-02-20,10000,1968.0
2024-02-21,10000,1992.0
2024-02-22,10000,1943.0
2024-02-23,10000,1819.0
2024-02-24,10000,1741.0
2024-02-25,10000,1768.0
2024-02-26,10000,1851.0
2024-02-27,10000,2067.0
2024-02-28,10000,2115.0
2024-02-29,10000,1978.0
2024-03-01,10000,1816.0
2024-03-02,10000,1769.0
2024-03-03,10000,1830.0
2024-03-04,10000,1935.0
2024-03-05,10000,2091.0
2024-03-06,10000,2178.0
2024-03-07,10000,2074.0
2024-03-08,10000,1846.0
2024-03-09,10000,1783.0
2024-03-10,10000,1838.0
2024-03-11,10000,1964.0
2024-03-12,10000,2119.0
2024-03-13,10000,2225.0
2024-03-14,10000,2058.0
2024-03-15,10000,1893.0
2024-03-16,10000,1861.0
2024-03-17,10000,1844.0
2024-03-18,10000,1966.0
2024-03-19,10000,2168.0
2024-03-20,10000,2224.0
2024-03-21,10000,2067.0
2024-03-22,10000,1902.0
2024-03-23,10000,1841.0
2024-03-24,10000,1903.0
2024-03-25,10000,2086.0
2024-03-26,10000,2225.0
2024-03-27,10000,2231.0
2024-03-28,10000,2119.0
2024-03-29,10000,1954.0
2024-03-30,10000,1841.0
2024-03-31,10000,1921.0
2024-04-01,10000,2011.0
2024-04-02,10000,2165.0
2024-04-03,10000,2242.0
2024-04-04,10000,2148.0
2024-04-05,10000,1962.0
2024-04-06,10000,1934.0
2024-04-07,10000,1886.0
2024-04-08,10000,2027.0
2024-04-09,10000,2207.0
2024-04-10,10000,2221.0
2024-04-11,10000,2134.0
2024-04-12,10000,1995.0
2024-04-13,10000,1855.0
2024-04-14,10000,1868.0
2024-04-15,10000,2017.0
2024-04-16,10000,2231.0
2024-04-17,10000,2282.0
2024-04-18,10000,2101.0
2024-04-19,10000,1954.0
2024-04-20,10000,1831.0
2024-04-21,10000,1868.0
2024-04-22,10000,1979.0
2024-04-23,10000,2179.0
2024-04-24,10000,2209.0
2024-04-25,10000,2133.0
2024-04-26,10000,1874.0
2024-04-27,10000,1863.0
2024-04-28,10000,1801.0
2024-04-29,10000,1953.0
2024-04-30,10000,2105.0
2024-05-01,10000,2150.0
2024-05-02,10000,2069.0
2024-05-03,10000,1885.0
2024-05-04,10000,1817.0
2024-05-05,10000,1809.0
2024-05-06,10000,1944.0
2024-05-07,10000,2074.0
2024-05-08,10000,2174.0
2024-05-09,10000,1993.0
2024-05-10,10000,1840.0
2024-05-11,10000,1764.0
2024-05-12,10000,1743.0
2024-05-13,10000,1879.0
2024-05-14,10000,2028.0
2024-05-15,10000,2036.0
2024-05-16,10000,1939.0
2024-05-17,10000,1741.0
2024-05-18,10000,1739.0
2024-05-19,10000,1764.0
2024-05-20,10000,1883.0
2024-05-21,10000,1968.0
2024-05-22,10000,1972.0
2024-05-23,10000,1896.0
2024-05-24,10000,1760.0
2024-05-25,10000,1681.0
2024-05-26,10000,1618.0
2024-05-27,10000,1811.0
2024-05-28,10000,1965.0
2024-05-29,10000,1920.0
2024-05-30,10000,1766.0
2024-05-31,10000,1705.0
2024-06-01,10000,1576.0
2024-06-02,10000,1677.0
2024-06-03,10000,1718.0
2024-06-04,10000,1848.0
2024-06-05,10000,1874.0
2024-06-06,10000,1734.0
2024-06-07,10000,1607.0
2024-06-08,10000,1546.0
2024-06-09,10000,1509.0
2024-06-10,10000,1666.0
2024-06-11,10000,1891.0
2024-06-12,10000,1851.0
2024-06-13,10000,1727.0
2024-06-14,10000,1572.0
2024-06-15,10000,1508.0
2024-06-16,10000,1522.0
2024-06-17,10000,1677.0
2024-06-18,10000,1693.0
2024-06-19,10000,1758.0
2024-06-20,10000,1616.0
2024-06-21,10000,1521.0
2024-06-22,10000,1426.0
2024-06-23,10000,1440.0
2024-06-24,10000,1579.0
2024-06-25,10000,1746.0
2024-06-26,10000,1709.0
2024-06-27,10000,1598.0
2024-06-28,10000,1505.0
2024-06-29,10000,1341.0
2024-06-30,10000,1382.0
2024-07-01,10000,1542.0
2024-07-02,10000,1637.0
2024-07-03,10000,1702.0
2024-07-04,10000,1581.0
2024-07-05,10000,1407.0
2024-07-06,10000,1294.0
2024-07-07,10000,1271.0
2024-07-08,10000,1510.0
2024-07-09,10000,1593.0
2024-07-10,10000,1622.0
2024-07-11,10000,1561.0
2024-07-12,10000,1402.0
2024-07-13,10000,1228.0
2024-07-14,10000,1264.0
2024-07-15,10000,1398.0
2024-07-16,10000,1483.0
2024-07-17,10000,1578.0
2024-07-18,10000,1467.0
2024-07-19,10000,1335.0
2024-07-20,10000,1262.0
2024-07-21,10000,1249.0
2024-07-22,10000,1306.0
2024-07-23,10000,1469.0
2024-07-24,10000,1490.0
2024-07-25,10000,1447.0
2024-07-26,10000,1282.0
2024-07-27,10000,1201.0
2024-07-28,10000,1211.0
2024-07-29,10000,1260.0
2024-07-30,10000,1429.0
2024-07-31,10000,1510.0
2024-08-01,10000,1340.0
2024-08-02,10000,1257.0
2024-08-03,10000,1212.0
2024-08-04,10000,1189.0
2024-08-05,10000,1295.0
2024-08-06,10000,1416.0
2024-08-07,10000,1489.0
2024-08-08,10000,1320.0
2024-08-09,10000,1231.0
2024-08-10,10000,1173.0
2024-08-11,10000,1193.0
2024-08-12,10000,1298.0
2024-08-13,10000,1432.0
2024-08-14,10000,1450.0
2024-08-15,10000,1294.0
2024-08-16,10000,1225.0
2024-08-17,10000,1126.0
2024-08-18,10000,1113.0
2024-08-19,10000,1234.0
2024-08-20,10000,1348.0
2024-08-21,10000,1367.0
2024-08-22,10000,1294.0
2024-08-23,10000,1233.0
2024-08-24,10000,1089.0
2024-08-25,10000,1206.0
2024-08-26,10000,1191.0
2024-08-27,10000,1377.0
2024-08-28,10000,1362.0
2024-08-29,10000,1307.0
2024-08-30,10000,1115.0
2024-08-31,10000,1150.0
2024-09-01,10000,1136.0
2024-09-02,10000,1194.0
2024-09-03,10000,1335.0
2024-09-04,10000,1352.0
2024-09-05,10000,1257.0
2024-09-06,10000,1133.0
2024-09-07,10000,1139.0
2024-09-08,10000,1121.0
2024-09-09,10000,1213.0
2024-09-10,10000,1347.0
2024-09-11,10000,1336.0
2024-09-12,10000,1291.0
2024-09-13,10000,1119.0
2024-09-14,10000,1067.0
2024-09-15,10000,1139.0
2024-09-16,10000,1136.0
2024-09-17,10000,1271.0
2024-09-18,10000,1270.0
2024-09-19,10000,1254.0
2024-09-20,10000,1174.0
2024-09-21,10000,1114.0
2024-09-22,10000,1137.0
2024-09-23,10000,1187.0
2024-09-24,10000,1292.0
2024-09-25,10000,1314.0
2024-09-26,10000,1211.0
2024-09-27,10000,1089.0
2024-09-28,10000,1079.0
2024-09-29,10000,1140.0
2024-09-30,10000,1167.0
2024-10-01,10000,1327.0
2024-10-02,10000,1300.0
2024-10-03,10000,1241.0
2024-10-04,10000,1105.0
2024-10-05,10000,1052.0
2024-10-06,10000,1109.0
2024-10-07,10000,1140.0
2024-10-08,10000,1237.0
2024-10-09,10000,1296.0
2024-10-10,10000,1245.0
2024-10-11,10000,1175.0
2024-10-12,10000,1158.0
2024-10-13,10000,1110.0
2024-10-14,10000,1245.0
2024-10-15,10000,1331.0
2024-10-16,10000,1323.0
2024-10-17,10000,1258.0
2024-10-18,10000,1148.0
2024-10-19,10000,1115.0
2024-10-20,10000,1112.0
2024-10-21,10000,1217.0
2024-10-22,10000,1372.0
2024-10-23,10000,1379.0
2024-10-24,10000,1252.0
2024-10-25,10000,1229.0
2024-10-26,10000,1130.0
2024-10-27,10000,1159.0
2024-10-28,10000,1241.0
2024-10-29,10000,1381.0
2024-10-30,10000,1354.0
2024-10-31,10000,1258.0
2024-11-01,10000,1170.0
2024-11-02,10000,1163.0
2024-11-03,10000,1145.0
2024-11-04,10000,1205.0
2024-11-05,10000,1384.0
2024-11-06,10000,1413.0
2024-11-07,10000,1338.0
2024-11-08,10000,1197.0
2024-11-09,10000,1103.0
2024-11-10,10000,1192.0
2024-11-11,10000,1244.0
2024-11-12,10000,1387.0
2024-11-13,10000,1405.0
2024-11-14,10000,1360.0
2024-11-15,10000,1228.0
2024-11-16,10000,1176.0
2024-11-17,10000,1220.0
2024-11-18,10000,1288.0
2024-11-19,10000,1408.0
2024-11-20,10000,1555.0
2024-11-21,10000,1382.0
2024-11-22,10000,3509.0
2024-11-23,10000,2948.0
2024-11-24,10000,3027.0
2024-11-25,10000,3273.0
2024-11-26,10000,3476.0
2024-11-27,10000,3378.0
2024-11-28,10000,3277.0
2024-11-29,10000,2998.0
2024-11-30,10000,2923.0
2024-12-01,10000,2917.0
2024-12-02,10000,3158.0
2024-12-03,10000,2172.0
2024-12-04,10000,2175.0
2024-12-05,10000,1939.0
2024-12-06,10000,1651.0
2024-12-07,10000,1522.0
2024-12-08,10000,1493.0
2024-12-09,10000,1544.0
2024-12-10,10000,1587.0
2024-12-11,10000,1648.0
2024-12-12,10000,1538.0
2024-12-13,10000,1396.0
2024-12-14,10000,1356.0
2024-12-15,10000,1342.0
2024-12-16,10000,1457.0
2024-12-17,10000,1580.0
2024-12-18,10000,4758.0
2024-12-19,10000,4012.0
2024-12-20,10000,3460.0
2024-12-21,10000,3204.0
2024-12-22,10000,3211.0
2024-12-23,10000,3422.0
2024-12-24,10000,3609.0
2024-12-25,10000,3666.0
2024-12-26,10000,3581.0
2024-12-27,10000,3312.0
2024-12-28,10000,3177.0
2024-12-29,10000,2283.0
2024-12-30,10000,2297.0
