sku,total_volume,mean_demand,std_demand,n_days,nonzero_days,cv,nonzero_pct,forecastable,cumulative_pct,abc_class
SKU_0132,869247,24.045560165975104,11.156369307564676,36150,36150,0.46396795211080744,1.0,True,0.5295648571945379,A
SKU_0133,869233,24.045172890733056,11.208247380188979,36150,36150,0.466132950306571,1.0,True,0.5348081062112595,A
SKU_0113,869203,24.044343015214384,11.292361995406432,36150,36150,0.4696473506579505,1.0,True,0.5400511742667538,A
SKU_0159,869153,24.04295988934993,11.288150564689202,36150,36150,0.4694992054488849,1.0,True,0.5452939407202024,A
SKU_0175,869088,24.041161825726142,11.363511867073477,36150,36150,0.47266899783992666,1.0,True,0.5505363150909919,A
SKU_0055,868992,24.03850622406639,11.434701439262206,36150,36150,0.4756826956166786,1.0,True,0.555778110385854,A
SKU_0064,868935,24.036929460580915,11.289446167340586,36150,36150,0.46967089477275303,1.0,True,0.5610195618543843,A
SKU_0149,868792,24.032973720608574,11.344714890995748,36150,36150,0.47204790480287145,1.0,True,0.5662601507410643,A
SKU_0011,868741,24.031562932226834,11.357110324728563,36150,36150,0.4725914147472463,1.0,True,0.5715004319936579,A
SKU_0056,868721,24.031009681881052,11.183376947349842,36150,36150,0.46537274527345,1.0,True,0.5767405926054332,A
SKU_0135,868645,24.028907330567083,11.2632054374304,36150,36150,0.46873564754659147,1.0,True,0.5819802947820994,A
SKU_0146,868623,24.02829875518672,11.282605551806816,36150,36150,0.46955490552036544,1.0,True,0.5872198642538656,A
SKU_0177,868612,24.02799446749654,11.314788782905872,36150,36150,0.47090025753966935,1.0,True,0.5924593673731817,A
SKU_0049,868541,24.02603042876902,11.320020634745193,36150,36150,0.4711565095326976,1.0,True,0.5976984422175933,A
SKU_0120,868315,24.01977869986169,11.225074259469967,36150,36150,0.4673262980368176,1.0,True,0.6029361538207589,A
SKU_0101,868209,24.016846473029045,11.27882991354124,36150,36150,0.4696216019121155,1.0,True,0.6081732260275882,A
SKU_0114,868199,24.016569847856154,11.381828497032144,36150,36150,0.47391565777858763,1.0,True,0.6134102379140083,A
SKU_0035,868162,24.015546334716458,11.190766911726179,36150,36150,0.4659801095405021,1.0,True,0.6186470266149148,A
SKU_0041,868159,24.01546334716459,11.387851184915469,36150,36150,0.47418827695697935,1.0,True,0.6238837972196984,A
SKU_0125,868000,24.01106500691563,11.224606892169403,36150,36150,0.4674764275943824,1.0,True,0.6291196087299774,A
SKU_0197,867961,24.009986168741356,11.306776188559263,36150,36150,0.4709197293615927,1.0,True,0.6343551849906608,A
SKU_0123,867918,24.008796680497927,11.250473819211242,36150,36150,0.46859798801786157,1.0,True,0.6395905018735851,A
SKU_0013,867884,24.007856154910098,11.368889413078906,36150,36150,0.473548714209275,1.0,True,0.6448256136671184,A
SKU_0021,867856,24.007081604426002,11.271031944161882,36150,36150,0.4694878007197646,1.0,True,0.6500605565635063,A
SKU_0093,867841,24.006666666666668,11.338374054424639,36150,36150,0.47230105752949064,1.0,True,0.6552954089792804,A
SKU_0164,867834,24.006473029045644,11.258498236778507,36150,36150,0.46897760546319117,1.0,True,0.6605302191707683,A
SKU_0069,867791,24.005283540802214,11.274356884213384,36150,36150,0.46966147536021213,1.0,True,0.6657647699844969,A
SKU_0119,867741,24.00390041493776,11.159523511651203,36150,36150,0.46490459128494677,1.0,True,0.67099901919618,A
SKU_0124,867634,24.00094052558783,11.15041917833398,36150,36150,0.46458259277157576,1.0,True,0.6762326229794857,A
SKU_0012,867421,23.995048409405257,11.221060550840129,36150,36150,0.4676406714996186,1.0,True,0.6814649419380775,A
SKU_0068,867158,23.98777316735823,11.148333309337604,36150,36150,0.4647506557427301,1.0,True,0.6866956744699099,A
SKU_0022,867106,23.986334716459197,11.210426537553744,36150,36150,0.4673672184629882,1.0,True,0.6919260933356148,A
SKU_0053,867057,23.984979253112034,11.258771412167004,36150,36150,0.46940926207831457,1.0,True,0.6971562166313152,A
SKU_0070,867055,23.984923928077453,11.21185956932985,36150,36150,0.4674544560971035,1.0,True,0.7023863278629338,B
SKU_0194,867029,23.984204702627938,11.265719182312022,36150,36150,0.46971410234326605,1.0,True,0.7076162822614886,B
SKU_0162,866449,23.968160442600276,11.243408724605029,36150,36150,0.4690976911445126,1.0,True,0.7128427380763155,B
SKU_0091,866360,23.96569847856155,11.082340236973295,36150,36150,0.46242508837733115,1.0,True,0.7180686570395012,B
SKU_0092,866354,23.965532503457815,11.233221376036267,36150,36150,0.4687240466872792,1.0,True,0.7232945398104416,B
SKU_0156,866323,23.964674965421853,11.292780857582505,36150,36150,0.4712261223603755,1.0,True,0.7285202355881136,B
SKU_0131,866102,23.958561549100967,11.17224473415278,36150,36150,0.46631533830844757,1.0,True,0.7337445982847445,B
SKU_0066,865932,23.953858921161824,11.168390201152768,36150,36150,0.46624597055158207,1.0,True,0.7389679355344206,B
SKU_0128,865922,23.953582295988934,11.240106085594599,36150,36150,0.4692453073074073,1.0,True,0.7441912124636877,B
SKU_0071,865802,23.950262793914245,11.323192257915599,36150,36150,0.47277945780172476,1.0,True,0.7494137655480454,B
SKU_0155,865737,23.948464730290457,11.243197912019875,36150,36150,0.46947468402011056,1.0,True,0.754635926549744,B
SKU_0024,865448,23.940470262793916,11.234500441325075,36150,36150,0.4692681604832427,1.0,True,0.7598563442916194,B
SKU_0121,865290,23.93609958506224,11.10866457143797,36150,36150,0.4640966892688955,1.0,True,0.765075808971031,B
SKU_0180,865065,23.929875518672198,11.236772151968225,36150,36150,0.469570856864688,1.0,True,0.7702939164412378,B
SKU_0046,864539,23.915325034578146,11.20177481700538,36150,36150,0.4683931663403785,1.0,True,0.7755088510579256,B
SKU_0094,864046,23.901687413554633,11.142242333668081,36150,36150,0.46616969508811007,1.0,True,0.7807208118784446,B
SKU_0108,348075,9.62863070539419,5.168299153694224,36150,36109,0.5367636699160991,0.998865836791148,True,0.7828204145183528,B
SKU_0074,347900,9.623789764868603,5.161813680641392,36150,36096,0.5363597716446862,0.99850622406639,True,0.7849189615511016,B
SKU_0187,347727,9.619004149377593,5.182309520235394,36150,36092,0.5387573848349697,0.9983955739972338,True,0.787016465040773,B
SKU_0004,347588,9.615159059474411,5.1464918538251245,36150,36093,0.5352477085393577,0.9984232365145228,True,0.7891131300767579,B
SKU_0045,347408,9.610179806362378,5.092007086117799,36150,36098,0.5298555478375813,0.9985615491009682,True,0.7912087093453789,B
SKU_0086,347395,9.60982019363762,5.119316931324925,36150,36105,0.5327172442533602,0.9987551867219917,True,0.793304210197468,B
SKU_0154,347374,9.60923928077455,5.163401301047893,36150,36112,0.5373371554373134,0.9989488243430152,True,0.795399584376698,B
SKU_0006,347341,9.608326417704012,5.166039711341603,36150,36098,0.5376628027356372,0.9985615491009682,True,0.797494759498578,B
SKU_0020,347336,9.608188105117566,5.112424897463529,36150,36110,0.5320904255340839,0.9988934993084371,True,0.7995899044602534,B
SKU_0189,347280,9.606639004149377,5.106789031934526,36150,36090,0.5315895631894527,0.9983402489626556,True,0.8016847116276378,B
SKU_0014,347242,9.605587828492393,5.138213822555959,36150,36100,0.5349192484935518,0.9986168741355463,True,0.8037792895774676,B
SKU_0036,347144,9.602876901798064,5.2143383819488855,36150,36098,0.5429975241036924,0.9985615491009682,True,0.8058732763872881,B
SKU_0039,347141,9.602793914246197,5.116933352932889,36150,36108,0.5328588115737521,0.9988381742738589,True,0.8079672451009859,B
SKU_0087,347137,9.60268326417704,5.140829345370457,36150,36079,0.5353534219490922,0.9980359612724758,True,0.8100611896865202,B
SKU_0137,347129,9.602461964038728,5.167958225248059,36150,36083,0.5381909602560354,0.9981466113416321,True,0.8121550860157272,B
SKU_0192,347086,9.601272475795298,5.1115762894246135,36150,36099,0.5323852960439193,0.9985892116182573,True,0.8142487229671749,B
SKU_0165,347080,9.601106500691563,5.141463242176967,36150,36092,0.5355073648861858,0.9983955739972338,True,0.8163423237263773,B
SKU_0090,347040,9.6,5.151992841218618,36150,36105,0.5366659209602728,0.9987551867219917,True,0.8184356832039431,B
SKU_0144,347014,9.599280774550484,5.145688440552753,36150,36087,0.5360493730108353,0.9982572614107884,True,0.8205288858484454,B
SKU_0089,346966,9.59795297372061,5.130353275509359,36150,36114,0.5345257774815495,0.9990041493775934,True,0.8226217989549839,B
SKU_0183,346933,9.597040110650068,5.1813954078092275,36150,36093,0.5398951497617799,0.9984232365145228,True,0.8247145130041724,B
SKU_0040,346918,9.596625172890732,5.146109921365624,36150,36101,0.5362416295994077,0.9986445366528354,True,0.8268071365727472,B
SKU_0005,346865,9.595159059474412,5.1579606051454805,36150,36092,0.5375586348464363,0.9983955739972338,True,0.8288994404431538,B
SKU_0037,346863,9.595103734439833,5.107910563155771,36150,36097,0.53234552794066,0.9985338865836791,True,0.8309917322494785,B
SKU_0031,346852,9.594799446749654,5.118249881282022,36150,36108,0.5334400067127913,0.9988381742738589,True,0.8330839577033533,B
SKU_0028,346815,9.593775933609958,5.145055156526148,36150,36108,0.5362909444759317,0.9988381742738589,True,0.8351759599717143,B
SKU_0054,346802,9.5934163208852,5.083817186545144,36150,36100,0.5299277146429575,0.9986168741355463,True,0.8372678838235436,B
SKU_0083,346801,9.593388658367912,5.131414250234726,36150,36095,0.5348906870106641,0.998478561549101,True,0.8393598016433318,B
SKU_0002,346778,9.592752420470262,5.100631907208725,36150,36098,0.5317172469003092,0.9985615491009682,True,0.8414515807261792,B
SKU_0157,346759,9.59222683264177,5.138670201831671,36150,36097,0.5357119146041339,0.9985338865836791,True,0.8435432452002493,B
SKU_0193,346721,9.591175656984786,5.1404974431095125,36150,36099,0.5359611404224401,0.9985892116182573,True,0.8456346804567647,B
SKU_0078,346677,9.589958506224066,5.145693208099067,36150,36107,0.5365709564602823,0.9988105117565699,True,0.8477258503034801,B
SKU_0080,346674,9.5898755186722,5.113088020363207,36150,36106,0.5331756403310601,0.9987828492392807,True,0.8498170020540728,B
SKU_0000,346654,9.589322268326418,5.170701091723895,36150,36099,0.5392144457176863,0.9985892116182573,True,0.8519080331638472,B
SKU_0050,346653,9.589294605809128,5.125748011546584,36150,36092,0.5345281610642603,0.9983955739972338,True,0.8539990582415808,B
SKU_0058,346598,9.587773167358229,5.147300492836056,36150,36103,0.5368608959544586,0.9986998616874135,True,0.8560897515570642,B
SKU_0077,346598,9.587773167358229,5.131168351174443,36150,36117,0.5351783215568356,0.9990871369294606,True,0.8581804448725477,B
SKU_0153,346570,9.586998616874135,5.090673826574824,36150,36091,0.5309976594358424,0.9983679114799446,True,0.8602709692908858,B
SKU_0169,346542,9.586224066390042,5.125385008394486,36150,36102,0.5346615072731751,0.9986721991701245,True,0.8623613248120783,B
SKU_0136,346523,9.585698478561548,5.122257033074163,36150,36105,0.5343645060952116,0.9987551867219917,True,0.8644515657244934,B
SKU_0063,346488,9.58473029045643,5.1798011824168615,36150,36082,0.5404222159046477,0.998118948824343,True,0.8665415955154768,B
SKU_0196,346467,9.584149377593361,5.1366012364055225,36150,36113,0.5359475352517257,0.9989764868603043,True,0.868631498633601,B
SKU_0025,346429,9.583098201936377,5.131149150995797,36150,36097,0.535437396431875,0.9985338865836791,True,0.8707211725341706,B
SKU_0160,346417,9.582766251728907,5.1275788787106125,36150,36109,0.5350833719632369,0.998865836791148,True,0.8728107740502493,B
SKU_0015,346385,9.581881051175657,5.095869561025898,36150,36095,0.5318235045717518,0.998478561549101,True,0.8749001825410189,B
SKU_0065,346366,9.581355463347165,5.138417764338464,36150,36079,0.5362934069187953,0.9980359612724758,True,0.8769894764230111,B
SKU_0032,346358,9.581134163208851,5.105643559586865,36150,36107,0.532885091954178,0.9988105117565699,True,0.8790787220486761,B
SKU_0057,346344,9.580746887966805,5.16053336296549,36150,36098,0.5386358102672558,0.9985615491009682,True,0.8811678832257682,B
SKU_0178,346337,9.580553250345782,5.180829034638609,36150,36094,0.5407651206835704,0.998450899031812,True,0.8832570021785742,B
SKU_0148,346328,9.58030428769018,5.17194026749522,36150,36102,0.5398513567195035,0.9986721991701245,True,0.8853460668430118,B
SKU_0052,346322,9.580138312586445,5.089732143921418,36150,36109,0.5312796097353308,0.998865836791148,True,0.8874350953152039,B
SKU_0115,346226,9.577482710926695,5.125368091425996,36150,36100,0.535147725777526,0.9986168741355463,True,0.8895235447114688,B
SKU_0009,346221,9.57734439834025,5.171857009677689,36150,36088,0.5400095051999978,0.9982849239280774,True,0.891611963947529,B
SKU_0076,346186,9.576376210235132,5.106643364075441,36150,36107,0.5332542552596788,0.9988105117565699,True,0.8937001720621573,B
SKU_0163,346169,9.575905947441218,5.120629053794016,36150,36097,0.5347409510806965,0.9985338865836791,True,0.8957882776320902,B
SKU_0185,346119,9.574522821576764,5.110656169419315,36150,36088,0.533776592803366,0.9982849239280774,True,0.8978760815999777,B
SKU_0038,346119,9.574522821576764,5.128034390994765,36150,36105,0.5355916411247599,0.9987551867219917,True,0.899963885567865,B
SKU_0117,346111,9.574301521438452,5.064774282761657,36150,36088,0.5289967389705438,0.9982849239280774,True,0.902051641279425,C
SKU_0051,346104,9.574107883817428,5.1363250792668165,36150,36101,0.5364808023469692,0.9986445366528354,True,0.9041393547666988,C
SKU_0033,346048,9.572558782849239,5.073525565032529,36150,36100,0.5300072509476313,0.9986168741355463,True,0.9062267304596815,C
SKU_0023,345994,9.57106500691563,5.122340547021992,36150,36101,0.5351902367522124,0.9986445366528354,True,0.908313780422455,C
SKU_0191,345973,9.570484094052558,5.187907049557881,36150,36082,0.5420736295650742,0.998118948824343,True,0.9104007037123695,C
SKU_0018,345972,9.57045643153527,5.1344964926470285,36150,36101,0.5364944221185243,0.9986445366528354,True,0.912487620970243,C
SKU_0072,345971,9.570428769017981,5.138837547712702,36150,36094,0.5369495632576551,0.998450899031812,True,0.9145745321960757,C
SKU_0001,345938,9.56951590594744,5.100242228400328,36150,36091,0.532967631646919,0.9983679114799446,True,0.9166612443645582,C
SKU_0198,345915,9.568879668049792,5.119437096970801,36150,36102,0.5350090370625571,0.9986721991701245,True,0.9187478177960998,C
SKU_0138,345901,9.568492392807746,5.103438913052388,36150,36097,0.5333587260714592,0.9985338865836791,True,0.9208343067790687,C
SKU_0112,345896,9.568354080221301,5.153180951965327,36150,36099,0.5385650351942392,0.9985892116182573,True,0.9229207656018331,C
SKU_0129,345872,9.567690179806362,5.118863941049102,36150,36099,0.5350156458716665,0.9985892116182573,True,0.9250070796556156,C
SKU_0044,345870,9.567634854771784,5.074040673847346,36150,36102,0.530333854799727,0.9986721991701245,True,0.9270933816453163,C
SKU_0142,345851,9.567109266943293,5.117969013144582,36150,36090,0.5349545897660456,0.9983402489626556,True,0.9291795690262397,C
SKU_0140,345840,9.566804979253112,5.145610446594704,36150,36094,0.5378609115324964,0.998450899031812,True,0.9312656900547129,C
SKU_0190,345826,9.566417704011066,5.1598853159040114,36150,36099,0.53937487109104,0.9985892116182573,True,0.9333517266346135,C
SKU_0110,345820,9.56625172890733,5.109795699622179,36150,36095,0.5341481537833028,0.998478561549101,True,0.9354377270222687,C
SKU_0079,345740,9.564038727524204,5.1214988515821425,36150,36096,0.5354954112474531,0.99850622406639,True,0.9375232448466511,C
SKU_0173,345733,9.56384508990318,5.122592236036409,36150,36091,0.5356205781129258,0.9983679114799446,True,0.9396087204467469,C
SKU_0122,345701,9.562959889349932,5.103808282122183,36150,36097,0.5337059175377477,0.9985338865836791,True,0.9416940030215337,C
SKU_0141,345669,9.562074688796681,5.125124486696046,36150,36102,0.5359845696144637,0.9986721991701245,True,0.9437790925710114,C
SKU_0088,345645,9.561410788381743,5.118045968444645,36150,36094,0.5352814643905566,0.998450899031812,True,0.9458640373515073,C
SKU_0026,345615,9.56058091286307,5.097545887384895,36150,36098,0.5331836981293171,0.9985615491009682,True,0.9479488011707757,C
SKU_0184,345615,9.56058091286307,5.1039617357939715,36150,36101,0.5338547712019214,0.9986445366528354,True,0.9500335649900442,C
SKU_0161,345613,9.560525587828492,5.15657380399531,36150,36098,0.5393609123916938,0.9985615491009682,True,0.9521183167452308,C
SKU_0095,345610,9.560442600276625,5.1257754707785095,36150,36097,0.5361441603791647,0.9985338865836791,True,0.9542030504042949,C
SKU_0118,345571,9.559363762102352,5.1551493839656315,36150,36089,0.5392774573976333,0.9983125864453666,True,0.9562875488137632,C
SKU_0176,345564,9.559170124481328,5.1009259446076385,36150,36109,0.5336159811136754,0.998865836791148,True,0.9583720049989454,C
SKU_0043,345519,9.55792531120332,5.069546493667068,36150,36099,0.5304023968177278,0.9985892116182573,True,0.9604561897422864,C
SKU_0100,345424,9.555297372060858,5.083825151360997,36150,36100,0.5320425888812012,0.9986168741355463,True,0.962539801441741,C
SKU_0188,345381,9.554107883817428,5.045598777901374,36150,36099,0.5281077876928222,0.9985892116182573,True,0.9646231537634364,C
SKU_0170,345353,9.553333333333333,5.123052661786052,36150,36095,0.5362581292867465,0.998478561549101,True,0.9667063371879864,C
SKU_0126,345330,9.552697095435684,5.197547369601262,36150,36100,0.5440921362496326,0.9986168741355463,True,0.9687893818755955,C
SKU_0109,345324,9.55253112033195,5.144447943201278,36150,36107,0.538542913746876,0.9988105117565699,True,0.970872390370959,C
SKU_0017,345323,9.55250345781466,5.150719721293585,36150,36096,0.5392010318593408,0.99850622406639,True,0.9729553928342817,C
SKU_0199,345311,9.552171507607193,5.1202073594875825,36150,36088,0.5360254844052929,0.9982849239280774,True,0.9750383229131133,C
SKU_0130,345279,9.551286307053942,5.16924926215519,36150,36097,0.5412097487159951,0.9985338865836791,True,0.9771210599666359,C
SKU_0029,345140,9.54744121715076,5.106566204870951,36150,36092,0.5348622828593755,0.9983955739972338,True,0.979202958566472,C
SKU_0097,345118,9.5468326417704,5.079212130922351,36150,36096,0.5320311271299758,0.99850622406639,True,0.9812847244614079,C
SKU_0099,345065,9.54536652835408,5.108594436132125,36150,36095,0.5351910186955394,0.998478561549101,True,0.9833661706581757,C
SKU_0102,345029,9.544370677731674,5.072389008219893,36150,36091,0.5314534796992401,0.9983679114799446,True,0.9854473997014707,C
SKU_0081,344919,9.541327800829876,5.102121132697066,36150,36105,0.5347391096083397,0.9987551867219917,True,0.9875279652202655,C
SKU_0134,344889,9.540497925311204,5.130691785999179,36150,36099,0.5377802947147352,0.9985892116182573,True,0.989608349777833,C
SKU_0034,344729,9.536071922544952,5.1260372926486255,36150,36099,0.5375418027762323,0.9985892116182573,True,0.9916877692088548,C
SKU_0042,344715,9.535684647302904,5.097607315512098,36150,36106,0.5345822040113205,0.9987828492392807,True,0.9937671041913039,C
SKU_0082,344535,9.530705394190871,5.121196814189173,36150,36094,0.537336598119026,0.998450899031812,True,0.9958453534063891,C
SKU_0179,344516,9.530179806362378,5.052882461955876,36150,36096,0.5301980198298626,0.99850622406639,True,0.997923488012697,C
SKU_0003,344247,9.522738589211619,5.063536691411408,36150,36102,0.5317311447725686,0.9986721991701245,True,1.0,C
